_id,ltable_reviewid,rtable_id,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,title_title_jac_dlm_dc0_dlm_dc0,title_title_mel,title_title_lev_dist,title_title_lev_sim,title_title_nmw,title_title_sw,artist_artist_jac_qgm_3_qgm_3,artist_artist_cos_dlm_dc0_dlm_dc0,artist_artist_jac_dlm_dc0_dlm_dc0,artist_artist_mel,artist_artist_lev_dist,artist_artist_lev_sim,artist_artist_nmw,artist_artist_sw,label
146859,9859,11691,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
259373,19013,659818,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.7272727272727273,0.0,0.0,0.8923076923076924,7.0,0.46153846153846156,-1.0,6.0,1
38935,1195,48575,1.0,1.0,1.0,1.0,0.0,1.0,27.0,27.0,0.8636363636363636,0.8660254037844387,0.75,0.8971428571428571,18.0,0.48571428571428577,-1.0,17.0,1
116602,17996,602641,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.8,0.8164965809277259,0.6666666666666666,0.8952380952380953,11.0,0.47619047619047616,-1.0,10.0,1
198699,11868,1007065,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.5111111111111111,17.0,0.19047619047619047,-7.0,2.0,0
61197,5171,555857,1.0,1.0,1.0,1.0,0.0,1.0,24.0,24.0,0.4827586206896552,0.7071067811865475,0.5,0.8399345335515548,34.0,0.276595744680851,-21.0,8.0,1
44686,5668,566156,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.058823529411764705,0.0,0.0,0.5806060606060606,17.0,0.2272727272727273,-7.0,2.0,0
151309,2569,185754,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.8571428571428571,0.8660254037844387,0.75,0.896969696969697,17.0,0.48484848484848486,-1.0,16.0,1
551228,4158,1141288,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.41111111111111115,10.0,0.16666666666666663,0.0,2.0,0
204579,19373,690530,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.3888888888888889,0.5773502691896258,0.3333333333333333,0.8608695652173913,16.0,0.30434782608695654,-9.0,7.0,1
